,Unnamed: 0,X,Y,ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ALCOHOLTIME,ACCIDENT_TYPE,DAY_OF_WEEK,DCA_CODE,HIT_RUN_FLAG,LIGHT_CONDITION,ROAD_GEOMETRY,SEVERITY,SPEED_ZONE,RUN_OFFROAD,NODE_TYPE,LGA_NAME,REGION_NAME,TOTAL_PERSONS,INJ_OR_FATAL,FATALITY,SERIOUSINJURY,OTHERINJURY,NONINJURED,MALES,FEMALES,BICYCLIST,PASSENGER,DRIVER,PEDESTRIAN,PILLION,MOTORIST,UNKNOWN,PED_CYCLIST_5_12,PED_CYCLIST_13_18,OLD_PEDESTRIAN,OLD_DRIVER,YOUNG_DRIVER,ALCOHOL_RELATED,UNLICENCSED,NO_OF_VEHICLES,HEAVYVEHICLE,PASSENGERVEHICLE,MOTORCYCLE,PUBLICVEHICLE,RMA,RMA_ALL,DIVIDED,DIVIDED_ALL,STAT_DIV_NAME,Surface Cond Desc,Atmosph Cond Desc,no_male_driver,no_female_driver,avg_age_male,avg_age_female,year
596,596,145.14142488977754,-37.709502258119905,T20160009765,2016-05-04,18,Yes,Struck Pedestrian,Wednesday,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,No,Dark No street lights,T intersection,Fatal accident,50,No,Intersection,NILLUMBIK,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,0,1,,42.0,2016
597,597,145.19230994618778,-37.816562137846105,T20160010258,2016-05-10,12,No,Struck Pedestrian,Tuesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,T intersection,Fatal accident,70,No,Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,Wet,Raining,0,0,,,2016
598,598,144.97486823932007,-37.756669720408304,T20160010730,2016-05-16,6,No,Struck Pedestrian,Monday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Cross intersection,Fatal accident,60,No,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,1,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,0,0,,,2016
599,599,145.24195966234475,-38.17129182262213,T20160010734,2016-05-16,9,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,80,No,Non-Intersection,CASEY,METROPOLITAN SOUTH EAST REGION,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,1,57.0,61.0,2016
600,600,144.8939397435353,-37.85844782848137,T20160009956,2016-05-06,18,Yes,Struck Pedestrian,Friday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Cross intersection,Fatal accident,60,No,Intersection,HOBSONS BAY,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,0,0,1,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,1,0,60.0,,2016
601,601,145.2073216247867,-38.34317873736008,T20160010764,2016-05-16,14,No,No collision and no object struck,Monday,OFF CARRIAGEWAY ON RIGHT BEND,No,Day,Not at intersection,Fatal accident,80,Yes,Non-Intersection,MORNINGTON PENINSULA,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,1,0,0,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,1,0,54.0,,2016
602,602,145.29447181659154,-36.63219097889503,T20160009629,2016-05-02,22,Yes,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Not at intersection,Fatal accident,110,No,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,3,3,1,2,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,1,No,0,3,0,3,0,0,Freeway,Freeway,Divided,Div,Country,Dry,Clear,1,2,21.0,29.0,2016
603,603,144.8012095854849,-37.800762011217756,T20160009999,2016-05-07,10,No,Collision with vehicle,Saturday,ACCIDENT OR BROKEN DOWN,No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,3,3,1,1,1,0,2,1,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,1,1,32.0,27.0,2016
604,604,142.20361088911923,-34.47312989720493,T20160014068,2016-06-27,8,No,Vehicle overturned (no collision),Monday,OFF CARRIAGEWAY TO RIGHT,No,Day,Not at intersection,Fatal accident,110,Yes,Non-Intersection,MILDURA,WESTERN REGION,2,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,1,0,44.0,,2016
605,605,145.0237502807974,-37.48824990375309,T20160014087,2016-06-27,17,No,Collision with a fixed object,Monday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,90,Yes,Non-Intersection,WHITTLESEA,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,1,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Wet,Raining,1,0,25.0,,2016
606,606,144.93681987208123,-37.69341923007044,T20160014096,2016-06-28,0,Yes,Struck Pedestrian,Tuesday,PED STRUCK WALKING TO/FROM OR BOARDING/ALIGHTING VEHICLE.,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,6,1,1,0,0,5,6,0,0,3,2,1,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Freeway,Freeway,Divided,Div,Metro,Dry,Clear,2,0,44.0,,2016
607,607,145.24103001198387,-38.463647018766586,T20160012886,2016-06-11,9,No,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,80,Yes,Non-Intersection,BASS COAST,EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Raining,1,0,42.0,,2016
608,608,147.27766876661204,-37.84869068007439,T20160012895,2016-06-10,20,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Unk.,Not at intersection,Fatal accident,100,Yes,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,3,3,2,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Unknown,Not known,1,0,64.0,,2016
609,609,147.27766876661204,-37.84869068007439,T20160012895,2016-06-10,20,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Unk.,Not at intersection,Fatal accident,100,Yes,Non-Intersection,EAST GIPPSLAND,EASTERN REGION,3,3,2,1,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,Yes,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Unknown,Not known,1,0,64.0,,2016
610,610,144.8203903954103,-37.776162965335175,T20160013714,2016-06-22,17,No,Collision with vehicle,Wednesday,CUTTING IN (OVERTAKING),No,Dark Street lights on,T intersection,Fatal accident,70,No,Intersection,BRIMBANK,METROPOLITAN NORTH WEST REGION,4,2,1,0,1,2,2,2,0,1,3,0,0,0,0,0,0,0,0,0,No,0,3,0,3,0,0,Arterial Other,"Arterial Other,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,1,2,61.0,49.5,2016
611,611,145.5132206479751,-37.54283989557885,T20160012962,2016-06-12,18,Yes,Collision with a fixed object,Sunday,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Clear,1,0,46.0,,2016
612,612,147.21950048816686,-36.45625265521121,T20160013003,2016-06-13,11,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,TOWONG,NORTH EASTERN REGION,2,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,2,0,53.5,,2016
613,613,145.06705108358474,-37.97718235258413,T20160013427,2016-06-18,21,Yes,Collision with a fixed object,Saturday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,T intersection,Fatal accident,80,Yes,Intersection,KINGSTON,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Metro,Dry,Clear,1,0,70.0,,2016
614,614,144.87414035679654,-37.79705800268968,T20160013798,2016-06-23,15,No,Collision with vehicle,Thursday,REAR END(VEHICLES IN SAME LANE),Yes,Day,Not at intersection,Fatal accident,50,No,Non-Intersection,MARIBYRNONG,METROPOLITAN NORTH WEST REGION,2,1,1,0,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,No,1,3,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Metro,Dry,Clear,2,0,37.0,,2016
615,615,145.5425564648603,-37.677991236781246,T20160013492,2016-06-20,5,Yes,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,Not at intersection,Fatal accident,80,Yes,Non-Intersection,YARRA RANGES,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Wet,Raining,1,0,41.0,,2016
616,616,144.1639073036303,-37.335977272287174,T20160013916,2016-06-25,7,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,HEPBURN,WESTERN REGION,3,3,2,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Icy,Clear,0,1,,38.0,2016
617,617,144.1639073036303,-37.335977272287174,T20160013916,2016-06-25,7,Yes,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,HEPBURN,WESTERN REGION,3,3,2,1,0,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Icy,Clear,0,1,,38.0,2016
618,618,146.8704933733345,-36.353499251327655,T20160013939,2016-06-25,15,No,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,INDIGO,NORTH EASTERN REGION,4,4,1,3,0,0,3,1,0,2,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,1,49.0,30.0,2016
619,619,144.61440286178876,-37.87419827872125,T20160013560,2016-06-20,16,No,Collision with vehicle,Monday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,80,No,Non-Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,6,6,1,5,0,0,4,1,0,4,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,2,0,77.5,,2016
620,620,145.12588192035298,-37.80751019405362,T20160013186,2016-06-15,17,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Not at intersection,Fatal accident,60,No,Non-Intersection,WHITEHORSE,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,Yes,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Dry,Clear,1,0,76.0,,2016
621,621,144.88549198719826,-37.66980995158017,T20160012439,2016-06-05,22,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights unknown,Cross intersection,Fatal accident,80,No,Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,3,2,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Divided,Div,Metro,Dry,Not known,1,1,20.0,57.0,2016
622,622,144.88549198719826,-37.66980995158017,T20160012439,2016-06-05,22,Yes,Collision with vehicle,Sunday,RIGHT NEAR (INTERSECTIONS ONLY),No,Dark Street lights unknown,Cross intersection,Fatal accident,80,No,Intersection,HUME,METROPOLITAN NORTH WEST REGION,3,3,2,1,0,0,1,2,0,1,2,0,0,0,0,0,0,0,0,1,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Divided,Div,Metro,Dry,Not known,1,1,20.0,57.0,2016
623,623,142.5317574072136,-38.391869645629136,T20160011316,2016-05-22,20,Yes,collision with some other object,Sunday,OFF END OF ROAD/T-INTERSECTION.,No,Dark Street lights unknown,Dead end,Fatal accident,50,No,Non-Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Raining,1,0,46.0,,2016
624,624,142.5317574072136,-38.391869645629136,T20160011316,2016-05-22,20,Yes,collision with some other object,Sunday,OFF END OF ROAD/T-INTERSECTION.,No,Dark Street lights unknown,Dead end,Fatal accident,50,No,Non-Intersection,WARRNAMBOOL,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Strong winds,1,0,46.0,,2016
625,625,145.71504317226672,-38.55726085004685,T20160012494,2016-06-06,19,Yes,Struck animal,Monday,STRUCK ANIMAL,No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,BASS COAST,EASTERN REGION,3,3,1,2,0,0,1,2,0,1,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,1,1,82.0,28.0,2016
626,626,144.70996860580647,-37.85984903973136,T20160011355,2016-05-23,20,Yes,Collision with vehicle,Monday,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,No,Dark No street lights,T intersection,Fatal accident,50,No,Intersection,WYNDHAM,METROPOLITAN NORTH WEST REGION,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,No,0,2,0,1,1,0,Local Road,Local Road,Undivided,Undiv,Metro,Wet,Raining,1,0,32.0,,2016
627,627,142.25270018276277,-37.830729992861315,T20160011795,2016-05-29,13,No,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,SOUTHERN GRAMPIANS,SOUTH WESTERN REGION,2,2,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,0,1,,15.0,2016
628,628,144.86564367322566,-37.77057787111925,T20160015973,2016-07-22,0,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,T intersection,Fatal accident,60,Yes,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,2,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,Yes,0,1,0,0,1,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,Dry,Clear,1,0,43.0,,2016
629,629,144.86564367322566,-37.77057787111925,T20160015973,2016-07-22,0,Yes,Collision with a fixed object,Friday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark Street lights on,T intersection,Fatal accident,60,Yes,Intersection,MOONEE VALLEY,METROPOLITAN NORTH WEST REGION,2,2,1,1,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,Yes,0,1,0,0,1,0,Arterial Other,"Arterial Other,Local Road",Undivided,Undiv,Metro,Dry,Strong winds,1,0,43.0,,2016
630,630,145.14083964252038,-37.91645176717663,T20160016750,2016-08-01,6,No,Collision with a fixed object,Monday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dusk/Dawn,Not at intersection,Fatal accident,80,Yes,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Divided,Div,Metro,Dry,Clear,1,0,27.0,,2016
631,631,146.68235330058857,-38.65940800002421,T20160016403,2016-07-27,1,Yes,Collision with a fixed object,Wednesday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,WELLINGTON,EASTERN REGION,2,2,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Not known,1,0,16.0,,2016
632,632,144.35876048445425,-38.18111246464165,T20160016815,2016-08-01,15,No,Collision with a fixed object,Monday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,60,Yes,Non-Intersection,GEELONG,SOUTH WESTERN REGION,5,2,1,0,1,3,5,0,0,3,2,0,0,0,0,0,0,0,1,0,Yes,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Raining,2,0,56.0,,2016
633,633,144.21518493804794,-37.55244022835928,T20160017208,2016-08-05,21,Yes,Collision with a fixed object,Friday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,100,Yes,Non-Intersection,MOORABOOL,WESTERN REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,0,1,,48.0,2016
634,634,145.1619557907436,-37.78916309405147,T20160017260,2016-08-06,20,Yes,Collision with vehicle,Saturday,CROSS TRAFFIC(INTERSECTIONS ONLY),No,Dark Street lights on,Cross intersection,Fatal accident,70,No,Intersection,MANNINGHAM,METROPOLITAN SOUTH EAST REGION,3,1,1,0,0,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,1,1,31.0,58.0,2016
635,635,146.67548008140818,-38.0120395472583,T20160016100,2016-07-23,8,No,Collision with a fixed object,Saturday,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Day,Not at intersection,Fatal accident,100,Yes,Non-Intersection,WELLINGTON,EASTERN REGION,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Wet,Raining,0,1,,49.0,2016
636,636,141.51637693211083,-38.03286271559233,T20160014905,2016-07-08,14,No,Collision with vehicle,Friday,HEAD ON (NOT OVERTAKING),No,Day,Not at intersection,Fatal accident,100,No,Non-Intersection,GLENELG,SOUTH WESTERN REGION,9,3,1,0,2,6,6,3,0,7,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Clear,2,0,42.0,,2016
637,637,144.48112409947038,-38.193768579680274,T20160015791,2016-07-19,23,Yes,Collision with a fixed object,Tuesday,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,T intersection,Fatal accident,100,Yes,Intersection,GEELONG,SOUTH WESTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,"Arterial Highway,Local Road",Divided,"Div,Undiv",Country,Wet,Clear,1,0,31.0,,2016
638,638,144.70527919734454,-37.398329874549866,T20160015823,2016-07-20,7,No,Struck animal,Wednesday,STRUCK ANIMAL,No,Dark No street lights,T intersection,Fatal accident,100,No,Intersection,MACEDON RANGES,NORTHERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Clear,1,0,21.0,,2016
639,639,144.65105947294214,-36.43256976613392,T20160015002,2016-07-10,0,Yes,Collision with a fixed object,Sunday,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,No,Dark No street lights,Not at intersection,Fatal accident,80,Yes,Non-Intersection,BENDIGO,NORTHERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Highway,Arterial Highway,Undivided,Undiv,Country,Dry,Fog,1,0,59.0,,2016
640,640,144.96231360815358,-37.71487391868001,T20160015488,2016-07-16,4,Yes,Collision with vehicle,Saturday,RIGHT THROUGH,No,Dark Street lights on,T intersection,Fatal accident,70,No,Intersection,MORELAND,METROPOLITAN NORTH WEST REGION,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Arterial Other,"Arterial Other,Local Road",Divided,"Undiv,Div",Metro,Dry,Clear,1,1,32.0,33.0,2016
641,641,146.3140432110778,-36.36782072904117,T20160014161,2016-06-27,12,No,Collision with vehicle,Monday,U TURN,No,Day,Not at intersection,Fatal accident,60,No,Non-Intersection,WANGARATTA,NORTH EASTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,No,0,2,0,2,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Country,Dry,Clear,2,0,54.0,,2016
642,642,145.39912815171058,-37.41085159116757,T20160014659,2016-07-05,18,Yes,Collision with vehicle,Tuesday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Not at intersection,Fatal accident,100,No,Non-Intersection,MURRINDINDI,NORTH EASTERN REGION,2,2,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,0,2,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,2,0,33.0,,2016
643,643,146.16295057580564,-38.20626426052979,T20160015538,2016-07-16,20,Yes,Collision with vehicle,Saturday,HEAD ON (NOT OVERTAKING),No,Dark Street lights on,Not at intersection,Fatal accident,80,No,Non-Intersection,BAW BAW,EASTERN REGION,4,3,1,2,0,1,2,2,0,1,3,0,0,0,0,0,0,0,0,0,No,1,3,0,3,0,0,Arterial Highway,Arterial Highway,Divided,Div,Country,Dry,Clear,2,1,33.5,53.0,2016
644,644,144.2832113163642,-37.603756585509295,T20160015151,2016-07-12,11,No,Collision with vehicle,Tuesday,OUT OF CONTROL (OVERTAKING),No,Day,Not at intersection,Fatal accident,110,Yes,Non-Intersection,MOORABOOL,WESTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,Freeway,Freeway,Divided,Div,Country,Wet,Clear,2,0,36.0,,2016
645,645,144.2832113163642,-37.603756585509295,T20160015151,2016-07-12,11,No,Collision with vehicle,Tuesday,OUT OF CONTROL (OVERTAKING),No,Day,Not at intersection,Fatal accident,110,Yes,Non-Intersection,MOORABOOL,WESTERN REGION,2,1,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,1,No,0,2,1,1,0,0,Freeway,Freeway,Divided,Div,Country,Wet,Strong winds,2,0,36.0,,2016
646,646,145.05693564983258,-37.8300994697968,T20160015257,2016-07-13,16,No,Struck Pedestrian,Wednesday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Day,Not at intersection,Fatal accident,60,No,Non-Intersection,BOROONDARA,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,No,1,1,1,0,0,0,Arterial Other,Arterial Other,Undivided,Undiv,Metro,Wet,Clear,1,0,27.0,,2016
647,647,145.2287487101317,-37.847911865518384,T20160015675,2016-07-18,13,No,Collision with vehicle,Monday,REAR END(VEHICLES IN SAME LANE),No,Day,Cross intersection,Fatal accident,80,No,Intersection,KNOX,METROPOLITAN SOUTH EAST REGION,4,1,1,0,0,3,3,1,0,1,2,1,0,0,0,0,0,0,0,0,No,0,2,0,1,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,2,0,54.0,,2016
648,648,145.461970129779,-36.35286999996576,T20160015290,2016-07-13,23,Yes,Collision with vehicle,Wednesday,HEAD ON (NOT OVERTAKING),No,Dark No street lights,Not at intersection,Fatal accident,80,No,Non-Intersection,SHEPPARTON,NORTH EASTERN REGION,2,2,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,No,0,2,1,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Dry,Clear,1,1,52.0,39.0,2016
649,649,146.88887070609962,-36.110179602483285,T20160014395,2016-07-02,0,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO RIGHT,No,Dark No street lights,Not at intersection,Fatal accident,60,Yes,Non-Intersection,WODONGA,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Wet,Not known,1,0,36.0,,2016
650,650,146.88887070609962,-36.110179602483285,T20160014395,2016-07-02,0,Yes,Vehicle overturned (no collision),Saturday,OFF CARRIAGEWAY TO RIGHT,No,Dark No street lights,Not at intersection,Fatal accident,60,Yes,Non-Intersection,WODONGA,NORTH EASTERN REGION,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Local Road,Local Road,Undivided,Undiv,Country,Muddy,Not known,1,0,36.0,,2016
651,651,145.09810029605882,-37.89600808138597,T20160015296,2016-07-14,2,Yes,Struck Pedestrian,Thursday,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,No,Dark Street lights on,Multiple intersection,Fatal accident,80,No,Non-Intersection,MONASH,METROPOLITAN SOUTH EAST REGION,2,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,No,0,1,0,1,0,0,Arterial Other,Arterial Other,Divided,Div,Metro,Dry,Clear,1,0,61.0,,2016
