,OBJECTID,ACCIDENT_NO,ACCIDENT_DATE,FD_FIRST_DATE_OF_YEAR,FD_YESTERDAY_DATE_OF_YEAR,INCLUDE_IN_EQUIVALENT_PERIOD,ACCIDENT_TIME,NODE_ID,PERSON_ID,SEX,AGE,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,NO_OF_VEHICLES,LGA_NAME,STAT_DIV_NAME,NODE_TYPE,NODE_TYPE_DESC,ROAD_NUM,ROAD_TYPE,X,Y,LOCATION_COUNT,yr
861,1996071,T20160026589,2016-12-09T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,153100,37365,A,M,25,4,Motorcyclists,1,Collision with vehicle,2,YARRA,Melbourne - Inner,I,Intersection,5287,Declared Road,,,1,2016
863,1996073,T20160024221,2016-11-09T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,213000,310363,A,M,65,2,Drivers,4,Collision with a fixed object,1,HEPBURN,Ballarat,N,Non Intersection,5197,Declared Road,,,2,2016
864,1996074,T20170017080,2017-09-04T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,164500,321185,A,F,40,2,Drivers,1,Collision with vehicle,2,MITCHELL,Country,N,Non Intersection,2540,Declared Road,,,1,2017
865,1996075,T20160022837,2016-10-21T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,165000,309643,A,M,65,4,Motorcyclists,1,Collision with vehicle,3,WYNDHAM,Melbourne - West,N,Non Intersection,5421,Declared Road,,,1,2016
867,1996077,T20140001436,2014-01-22T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,235200,268367,A,F,32,2,Drivers,4,Collision with a fixed object,1,MILDURA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2014
868,1996078,T20170020913,2017-11-02T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,22200,323224,A,M,38,2,Drivers,4,Collision with a fixed object,1,MONASH,Melbourne - South East,N,Non Intersection,2060,Declared Road,,,1,2017
869,1996079,T20170010366,2017-05-27T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,153700,35654,A,M,42,4,Motorcyclists,4,Collision with a fixed object,1,CASEY,Melbourne - South East,I,Intersection,9999,Non Declared Road,,,1,2017
873,1996083,T20170000552,2017-01-11T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,35000,313030,A,M,26,2,Drivers,4,Collision with a fixed object,1,GEELONG,Country,N,Non Intersection,5060,Declared Road,,,1,2017
874,1996084,T20160023909,2016-11-05T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,145000,310216,A,M,80,2,Drivers,4,Collision with a fixed object,1,MONASH,Melbourne - South East,N,Non Intersection,5799,Declared Road,,,1,2016
875,1996085,T20170022473,2017-11-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,150000,36702,A,M,50,2,Drivers,1,Collision with vehicle,2,KINGSTON,Melbourne - Inner South,I,Intersection,5168,Declared Road,,,1,2017
876,1996086,T20160024171,2016-11-09T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,60000,310364,A,M,25,4,Motorcyclists,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1,2016
877,1996087,T20160024189,2016-11-09T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,122000,310361,A,F,79,2,Drivers,4,Collision with a fixed object,1,BENDIGO,Bendigo,N,Non Intersection,9999,Non Declared Road,,,1,2016
879,1996089,T20160024610,2016-11-15T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,74000,310697,A,M,26,2,Drivers,1,Collision with vehicle,2,MORNINGTON PENINSULA,Metro,N,Non Intersection,9999,Non Declared Road,,,1,2016
880,1996090,T20170008250,2017-04-25T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,183400,45022,A,M,40,4,Motorcyclists,1,Collision with vehicle,2,BRIMBANK,Melbourne - West,I,Intersection,5530,Declared Road,,,1,2017
882,1996092,T20160016750,2016-08-01T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,61900,308335,A,M,27,2,Drivers,4,Collision with a fixed object,1,MONASH,Melbourne - South East,N,Non Intersection,2290,Declared Road,,,1,2016
883,1996093,T20160025697,2016-11-28T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,75300,313465,A,M,25,4,Motorcyclists,1,Collision with vehicle,2,MELBOURNE,Melbourne - Inner,N,Non Intersection,2820,Declared Road,,,1,2016
884,1996094,T20180004023,2018-03-02T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,110500,330809,A,M,31,4,Motorcyclists,1,Collision with vehicle,3,BRIMBANK,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1,2018
887,1996097,T20170009061,2017-05-08T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,103300,49259,B,M,68,4,Motorcyclists,1,Collision with vehicle,2,MILDURA,Country,I,Intersection,2530,Declared Road,,,1,2017
888,1996098,T20160026064,2016-12-02T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,222000,311392,A,M,34,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,9999,Non Declared Road,,,1,2016
892,1996102,T20170024611,2017-12-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,193400,325168,A,M,35,2,Drivers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,5421,Declared Road,,,3,2017
894,1996104,T20160026221,2016-12-05T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,65200,311440,A,M,42,2,Drivers,4,Collision with a fixed object,1,WANGARATTA,Country,N,Non Intersection,9999,Non Declared Road,,,2,2016
895,1996105,T20160022733,2016-10-20T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,181500,309617,A,M,30,2,Drivers,4,Collision with a fixed object,1,HEPBURN,Ballarat,N,Non Intersection,2590,Declared Road,,,1,2016
899,1996109,T20170005368,2017-03-17T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,63000,315849,B,M,49,2,Drivers,1,Collision with vehicle,5,BRIMBANK,Melbourne - North West,N,Non Intersection,2530,Declared Road,,,1,2017
901,1996111,T20160025049,2016-11-20T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,160000,310908,A,F,29,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,5925,Declared Road,,,1,2016
902,1996112,T20160025156,2016-11-21T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,223000,310891,A,F,88,2,Drivers,4,Collision with a fixed object,1,MANNINGHAM,Melbourne - Inner East,N,Non Intersection,5353,Declared Road,,,1,2016
903,1996113,T20170002128,2017-02-03T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,73000,313627,A,M,18,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,N,Non Intersection,5348,Declared Road,,,1,2017
905,1996115,T20170024836,2017-12-29T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,74600,44693,B,M,61,2,Drivers,1,Collision with vehicle,2,COLAC OTWAY,Country,I,Intersection,2500,Declared Road,,,2,2017
906,1996116,T20170008549,2017-04-30T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,95600,317136,A,M,46,4,Motorcyclists,7,Fall from or in moving vehicle,2,CARDINIA,Melbourne - South East,N,Non Intersection,5770,Declared Road,,,1,2017
907,1996117,T20160021761,2016-10-07T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,212000,309185,A,M,22,2,Drivers,6,Vehicle overturned (no collision),1,CARDINIA,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1,2016
908,1996118,T20160021816,2016-10-08T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,162000,309184,A,F,69,2,Drivers,4,Collision with a fixed object,1,ARARAT,Country,N,Non Intersection,9999,Non Declared Road,,,1,2016
910,1996120,T20170005946,2017-03-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,83000,60580,A,M,27,2,Drivers,1,Collision with vehicle,2,PYRENEES,Ballarat,I,Intersection,5090,Declared Road,,,1,2017
912,1996122,T20160022172,2016-10-13T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,115800,309376,A,F,54,2,Drivers,1,Collision with vehicle,2,WODONGA,Country,N,Non Intersection,2570,Declared Road,,,1,2016
913,1996123,T20160022314,2016-10-14T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,202500,309448,A,M,76,2,Drivers,1,Collision with vehicle,2,CENTRAL GOLDFIELDS,Ballarat,N,Non Intersection,5232,Declared Road,,,1,2016
914,1996124,T20170000641,2017-01-12T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,85500,312832,B,F,45,4,Motorcyclists,1,Collision with vehicle,2,KNOX,Melbourne - Outer East,I,Intersection,5920,Declared Road,,,1,2017
915,1996125,T20160022718,2016-10-20T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,124500,309616,A,M,43,4,Motorcyclists,1,Collision with vehicle,2,SURF COAST,Country,N,Non Intersection,4890,Declared Road,,,1,2016
916,1996126,T20160018752,2016-08-26T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,234000,307601,A,M,25,4,Motorcyclists,4,Collision with a fixed object,1,BRIMBANK,Melbourne - North West,N,Non Intersection,7576,Declared Road,,,1,2016
917,1996127,T20160008015,2016-04-12T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,170500,302128,B,M,28,4,Motorcyclists,1,Collision with vehicle,1,BOROONDARA,Melbourne - Inner East,N,Non Intersection,5802,Declared Road,,,1,2016
918,1996128,T20160019358,2016-09-05T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,1000,309313,A,M,52,2,Drivers,4,Collision with a fixed object,1,CAMPASPE,Country,N,Non Intersection,2590,Declared Road,,,1,2016
920,1996130,T20140020719,2014-10-07T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,161800,277915,A,M,22,2,Drivers,4,Collision with a fixed object,1,FRANKSTON,Metro,N,Non Intersection,2600,Declared Road,,,1,2014
921,1996131,T20160019758,2016-09-09T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,101000,308137,A,M,75,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,9999,Non Declared Road,,,1,2016
922,1996132,T20180004392,2018-03-07T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,111500,330810,A,M,42,2,Drivers,4,Collision with a fixed object,1,INDIGO,Country,N,Non Intersection,5478,Declared Road,,,1,2018
923,1996133,T20170007019,2017-04-07T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,181500,43510,B,M,89,2,Drivers,1,Collision with vehicle,2,FRANKSTON,Metro,I,Intersection,5765,Declared Road,,,1,2017
924,1996134,T20170023947,2017-12-12T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,94000,330871,A,M,88,7,Drivers,7,Fall from or in moving vehicle,1,HEPBURN,Ballarat,N,Non Intersection,9999,Non Declared Road,,,1,2017
925,1996135,T20180000554,2018-01-10T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,143700,325888,A,M,62,2,Drivers,1,Collision with vehicle,2,MOYNE,Country,N,Non Intersection,2500,Declared Road,,,1,2018
926,1996136,T20160015151,2016-07-12T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,114500,305704,A,M,21,2,Drivers,1,Collision with vehicle,2,MOORABOOL,Ballarat,N,Non Intersection,2520,Declared Road,,,1,2016
927,1996137,T20170007593,2017-04-15T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,164500,29826,A,M,91,2,Drivers,1,Collision with vehicle,2,CARDINIA,Melbourne - South East,I,Intersection,2510,Declared Road,,,1,2017
928,1996138,T20160003678,2016-02-18T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,200000,301417,A,M,18,2,Drivers,4,Collision with a fixed object,1,BRIMBANK,Melbourne - West,N,Non Intersection,2040,Declared Road,,,1,2016
930,1996140,T20150014077,2015-07-04T00:00:00.000Z,2015-01-01T00:00:00.000Z,2015-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,124000,291233,A,M,49,4,Motorcyclists,1,Collision with vehicle,2,MITCHELL,Country,N,Non Intersection,2550,Declared Road,,,1,2015
932,1996142,T20170008613,2017-05-01T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,135700,44593,A,F,30,2,Drivers,4,Collision with a fixed object,1,BALLARAT,Ballarat,I,Intersection,5078,Declared Road,,,1,2017
933,1996143,T20170001662,2017-01-27T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,35000,313337,A,M,18,2,Drivers,4,Collision with a fixed object,1,GOLDEN PLAINS,Ballarat,I,Intersection,2670,Declared Road,,,1,2017
934,1996144,T20140020970,2014-10-10T00:00:00.000Z,2014-01-01T00:00:00.000Z,2014-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,154200,275784,A,F,19,2,Drivers,4,Collision with a fixed object,1,BAW BAW,Country,N,Non Intersection,5531,Declared Road,,,1,2014
935,1996145,T20180001758,2018-01-28T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,205800,331746,A,F,44,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,5827,Declared Road,,,1,2018
937,1996147,T20170002071,2017-02-02T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,113000,313628,A,M,76,2,Drivers,4,Collision with a fixed object,1,MOYNE,Country,N,Non Intersection,5129,Declared Road,,,1,2017
939,1996149,T20170002444,2017-02-07T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,144500,314464,A,M,59,2,Drivers,4,Collision with a fixed object,1,WELLINGTON,Country,N,Non Intersection,2170,Declared Road,,,1,2017
940,1996150,T20170006731,2017-04-03T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,233500,318212,A,M,73,2,Drivers,4,Collision with a fixed object,1,MITCHELL,Country,N,Non Intersection,2550,Declared Road,,,1,2017
943,1996153,T20170003905,2017-02-26T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,144500,314466,A,F,22,2,Drivers,1,Collision with vehicle,2,MOORABOOL,Country,N,Non Intersection,5190,Declared Road,,,1,2017
946,1996156,T20180012081,2018-06-27T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,194500,332288,A,F,79,2,Drivers,1,Collision with vehicle,3,MONASH,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1,2018
950,1996160,T20170018346,2017-09-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,164500,321833,B,F,18,2,Drivers,1,Collision with vehicle,1,EAST GIPPSLAND,Country,N,Non Intersection,2560,Declared Road,,,2,2017
951,1996161,T20180011197,2018-06-14T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,175000,331581,A,M,39,2,Drivers,1,Collision with vehicle,2,WYNDHAM,Melbourne - West,N,Non Intersection,5588,Declared Road,,,1,2018
953,1996163,T20180016087,2018-08-25T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,195000,337964,A,M,38,2,Drivers,4,Collision with a fixed object,1,HUME,Melbourne - North West,N,Non Intersection,5500,Declared Road,,,1,2018
954,1996164,T20170003074,2017-02-15T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,184400,314080,A,M,70,2,Drivers,4,Collision with a fixed object,1,MELTON,Melbourne - West,N,Non Intersection,9999,Non Declared Road,,,1,2017
955,1996165,T20160018510,2016-08-24T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,61300,42335,B,M,33,4,Motorcyclists,1,Collision with vehicle,2,KINGSTON,Melbourne - South East,I,Intersection,5304,Declared Road,,,1,2016
957,1996167,T20170003779,2017-02-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,172200,314465,B,M,45,2,Drivers,1,Collision with vehicle,2,HEPBURN,Ballarat,N,Non Intersection,2590,Declared Road,,,1,2017
959,1996169,T20170005942,2017-03-24T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,3000,315426,A,M,39,2,Drivers,4,Collision with a fixed object,1,GLENELG,Country,N,Non Intersection,5246,Declared Road,,,1,2017
960,1996170,T20180005088,2018-03-17T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,52000,328217,A,M,26,2,Drivers,4,Collision with a fixed object,1,GEELONG,Country,N,Non Intersection,9999,Non Declared Road,,,1,2018
961,1996171,T20170016549,2017-08-27T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,2800,320874,A,M,21,2,Drivers,5,Collision with some other object,1,GANNAWARRA,Country,N,Non Intersection,5340,Declared Road,,,3,2017
964,1996174,T20180017349,2018-09-14T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,70000,341497,A,M,31,2,Drivers,4,Collision with a fixed object,1,SOUTH GIPPSLAND,Country,N,Non Intersection,9999,Non Declared Road,,,1,2018
966,1996176,T20170003395,2017-02-20T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,83500,314248,A,M,41,2,Drivers,1,Collision with vehicle,2,CASEY,Melbourne - South East,N,Non Intersection,9999,Non Declared Road,,,1,2017
968,1996178,T20170003609,2017-02-22T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,160000,314369,A,F,63,2,Drivers,4,Collision with a fixed object,2,MOIRA,Country,N,Non Intersection,9999,Non Declared Road,,,1,2017
969,1996179,T20180012624,2018-07-05T00:00:00.000Z,2018-01-01T00:00:00.000Z,2018-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,125700,338468,A,M,49,2,Drivers,1,Collision with vehicle,2,ARARAT,Ballarat,N,Non Intersection,2520,Declared Road,,,1,2018
970,1996180,T20160026814,2016-12-12T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,154500,311728,A,M,56,2,Drivers,4,Collision with a fixed object,1,MURRINDINDI,Country,N,Non Intersection,2640,Declared Road,,,1,2016
971,1996181,T20170005514,2017-03-19T00:00:00.000Z,2017-01-01T00:00:00.000Z,2017-04-16T00:00:00.000Z,Include in Current Equivalent Period Road Deaths Reporting,2500,315233,A,F,35,2,Drivers,1,Collision with vehicle,2,GEELONG,Country,N,Non Intersection,5857,Declared Road,,,1,2017
972,1996182,T20160027767,2016-12-25T00:00:00.000Z,2016-01-01T00:00:00.000Z,2016-04-16T00:00:00.000Z,Include in Future Road Deaths Reporting,50000,312184,A,M,37,2,Drivers,4,Collision with a fixed object,2,HEPBURN,Ballarat,N,Non Intersection,5327,Declared Road,,,1,2016
